id,name,category,price,rating,country,created_date,rooms_available,reviews_count
10690,Carroll Ltd,Boutique,869.53,3.3,Australia,2024-12-06,63.0,2941
10691,Harmon-Simmons,Luxury,515.68,2.2,india,2024-11-29,341.0,3238
10692,"Wells, Mcguire and Abbott",Resort,1099.4,1.2,Australia,2025-11-27,462.0,1252
10693,Rose PLC,Luxury,1775.98,1.0,UK,2025-09-15,116.0,117
10694,Brewer-Fischer,Luxury,366.86,3.5,Australia,2025-03-05,412.0,1362
10695,Thomas-Singleton,Business,231.97,1.3,usa,2023-05-17,462.0,3217
10696,Gentry Group,Resort,1512.56,4.2,FRANCE,2024-06-09,353.0,2811
10697,Davidson Ltd,Boutique,1027.16,4.1,Japan,2024-09-30,202.0,1974
10698,Dudley PLC,Business,771.68,3.4,Japan,2025-07-15,234.0,4497
10699,"Brewer, Rogers and Jones",Resort,324.4,2.4,Germany,2023-04-02,40.0,4961
10700,"Esparza, Clay and Smith",Luxury,760.22,1.5,Japan,2023-03-11,66.0,2866
10701,"Scott, Jimenez and Bentley",Hostel,593.04,2.8,FRANCE,2025-02-06,238.0,3005
10702,Andrade-Huerta,Luxury,935.79,2.2,USA,2023-08-21,21.0,4433
10703,Prince Ltd,Business,287.19,1.4,Australia,2025-06-19,36.0,829
10704,Thomas PLC,,104.8,1.4,usa,2025-03-26,244.0,2092
10705,"Norris, Goodwin and Bruce",Boutique,,1.3,UAE,2024-02-01,467.0,2063
10706,,Boutique,170.24,3.5,UK,2026-01-09,472.0,2444
10707,Lowe Inc,Budget,107.27,3.3,FRANCE,2025-10-16,82.0,4968
10708,Brown-Brown,Hostel,1381.32,3.7,india,2025-11-01,,1492
10709,Hart-Hooper,Budget,452.99,3.6,UAE,2024-11-08,84.0,3093
10710,Tyler-Romero,Budget,1776.74,2.9,Germany,2025-07-05,429.0,4453
10711,"Evans, Warren and Hudson",Resort,701.24,4.3,UAE,2025-10-13,500.0,45
10712,Rosales and Sons,Resort,1401.73,3.4,France,2025-02-26,330.0,4711
10713,"Santana, Reed and Henry",Luxury,1881.55,1.9,FRANCE,2024-01-15,41.0,3196
10714,Perez-Hull,Resort,1673.78,3.8,FRANCE,2023-10-20,304.0,4124
10715,,Resort,1973.95,3.9,Germany,2023-11-12,237.0,2925
10716,Jackson Ltd,Hostel,873.5,1.5,Germany,2023-11-07,86.0,1913
10717,"Brown, Schmidt and Berry",Luxury,1366.94,1.5,UAE,2025-02-24,40.0,3661
10718,"Booker, Rivas and May",Business,1936.08,3.9,usa,2025-04-18,159.0,4839
10719,Wright PLC,Luxury,904.12,1.7,india,2025-08-04,169.0,4554
10720,Romero-Haney,Luxury,763.58,4.7,UK,2023-05-27,349.0,3036
10721,"Boyle, Wilson and Obrien",Hostel,516.58,2.4,Germany,2024-08-20,355.0,2663
10722,"Mcintyre, Juarez and Patterson",Business,1373.9,2.4,Australia,2024-04-08,467.0,1515
10723,"Good, Robinson and Baird",Business,294.95,1.2,india,2024-04-22,299.0,724
10724,Brooks LLC,Hostel,1374.26,2.3,France,2025-06-28,443.0,2084
10725,"Davis, Hawkins and Livingston",Resort,1003.26,3.8,india,19/09/1991,443.0,1140
10726,Daugherty-Miller,Hostel,389.45,1.7,Germany,2023-03-16,213.0,3089
10727,King-Jones,Business,124.71,3.9,USA,2023-06-09,337.0,447
10728,"Lowe, Lam and Waller",Budget,1148.92,3.8,UK,2025-05-23,97.0,1931
10729,Washington-Price,Luxury,1788.66,4.6,France,2025-01-26,274.0,756
10730,Clayton LLC,Budget,1345.66,4.6,india,2024-03-12,289.0,3371
10731,Adams LLC,Luxury,794.31,1.8,india,2025-10-06,409.0,3605
10732,"Singh, Reynolds and Collins",Business,1921.37,3.9,FRANCE,2026-02-27,416.0,2940
10733,Thomas-Shelton,Resort,320.23,3.6,UAE,2024-04-10,30.0,3751
10734,"Garner, Gordon and Green",Boutique,1809.83,1.1,Germany,2026-01-27,298.0,226
10735,Vargas-Burgess,Luxury,1885.6,4.8,FRANCE,2023-06-01,311.0,3635
10736,"Robinson, Hobbs and Parker",Resort,319.62,3.0,Germany,2025-03-14,478.0,4102
10737,Miller-Lowery,BUDGET,1953.0,2.7,Germany,2025-01-28,312.0,1143
10738,Lewis-Barnes,Boutique,1397.58,2.9,Japan,2024-10-06,293.0,1966
10739,"Gardner, Cole and Davis",Boutique,1836.29,4.6,Australia,2023-03-15,75.0,4077
10740,Hamilton Group,Resort,,3.1,USA,2025-11-19,421.0,4997
10741,"Wong, Brown and Martin",Business,1146.71,1.9,UAE,2025-04-06,346.0,478
10742,Bennett Inc,Resort,1449.27,99.0,UK,2023-09-16,44.0,1179
10743,"Keith, Mcdaniel and Smith",Boutique,745.84,3.6,Australia,2025-05-09,90.0,2226
10744,Solis Ltd,Luxury,211.52,3.9,Japan,2025-07-18,202.0,2808
10745,Casey PLC,,355.79,4.4,France,2023-06-22,24.0,3012
10746,Quinn-Escobar,Resort,1185.46,1.2,Australia,17/03/1994,348.0,4544
10747,Lewis-Rhodes,Hostel,1574.91,1.0,FRANCE,2023-12-19,298.0,207
10748,"Ellison, Scott and Nash",Boutique,1026.17,2.7,india,2025-01-21,325.0,2813
10749,Butler LLC,Resort,939.4,3.5,usa,2025-11-22,289.0,614
10750,Smith Inc,Luxury,1994.35,3.9,FRANCE,2025-11-14,251.0,2174
10751,Harrison-Day,Resort,486.42,1.0,Australia,2025-07-04,144.0,531
10752,Gordon and Sons,Budget,1787.4,3.1,UK,2026-02-01,200.0,13
10753,Walker-Brooks,Boutique,1421.64,1.1,india,2024-10-15,423.0,1334
10754,"Martin, Rodriguez and Sloan",Resort,807.46,2.2,Australia,2024-09-12,310.0,4829
10755,Martinez Inc,Boutique,491.02,2.0,UAE,2026-01-17,8.0,2164
10756,Hanna Inc,Boutique,1796.94,4.1,Japan,2024-09-30,3.0,4680
10757,"Jones, Perry and Ramirez",Luxury,678.8,2.2,FRANCE,2023-04-06,4.0,2949
10758,"Taylor, Douglas and Mitchell",BUDGET,1781.62,4.7,Japan,2025-05-24,316.0,4810
10759,Lane and Sons,Budget,1807.17,1.6,Australia,2025-03-24,373.0,1992
10760,Garcia-Shepard,Business,421.97,4.5,Australia,2024-01-09,249.0,3405
10761,Carpenter-Dodson,Boutique,147.48,4.7,France,2023-12-20,135.0,4862
10762,Watson Group,Business,626.49,3.5,UAE,2023-12-19,25.0,33
10763,Gordon Group,Business,1613.63,,USA,2024-02-22,363.0,3112
10764,Dyer-Duffy,Hostel,1661.89,1.8,Japan,2023-03-15,212.0,4403
10765,"Fitzpatrick, Shaw and Evans",Luxury,220.49,2.7,FRANCE,2024-01-20,499.0,4368
10766,Walton-Koch,Budget,1539.83,3.8,Australia,2023-09-28,39.0,1934
10767,,Luxury,1226.94,2.0,Japan,2026-02-03,428.0,2052
10768,"Collins, Scott and Larson",Luxury,1274.18,1.6,Australia,2023-06-15,414.0,3384
10769,Shaw and Sons,Hostel,137.65,2.3,Australia,2023-05-12,325.0,3922
10770,Patterson Ltd,Boutique,1207.63,1.0,UAE,2024-06-01,48.0,3556
10771,,Hostel,769.38,3.2,USA,2025-03-25,239.0,4482
10772,"Dunn, Wood and Davis",Resort,444.66,2.9,Germany,2026-01-14,452.0,2648
10773,Collier Group,Luxury,1084.62,2.5,Germany,2025-06-06,349.0,2339
10774,Clay and Sons,Hostel,274.17,1.4,Germany,2025-12-09,194.0,3156
10775,Ryan-Rogers,Resort,502.41,4.1,Japan,2025-07-11,6.0,3377
10776,"Smith, Anderson and Villegas",Budget,1629.44,2.8,Germany,2026-01-30,144.0,4208
10777,Williams Inc,Resort,1005.66,1.5,india,2025-06-16,287.0,1663
10778,Evans Inc,Business,1619.41,3.1,USA,2025-09-11,281.0,781
10779,"Matthews, Yoder and Morgan",Budget,1697.47,3.8,USA,2025-01-06,183.0,679
10780,Moses Ltd,Business,986.35,3.5,Japan,2024-08-20,405.0,1626
10781,Young Group,Hostel,1854.68,3.7,Germany,2023-09-24,352.0,2302
10782,Cole and Sons,Budget,732.11,1.2,india,02/10/1984,248.0,4981
10783,"Wright, Cox and Wilkins",Luxury,1452.4,2.3,india,2025-11-03,39.0,4709
10784,Aguilar-Mitchell,Business,1455.92,1.5,FRANCE,2025-01-17,,4147
10785,Ortiz-Ellison,BUDGET,1580.12,4.6,FRANCE,2025-05-12,199.0,225
10786,Porter Group,Business,1030.33,3.3,Japan,2023-08-25,217.0,1088
10787,"Ramirez, Ward and Fisher",Resort,1950.77,1.2,FRANCE,2025-04-23,363.0,2347
10788,Lane-Gutierrez,Resort,912.41,3.6,FRANCE,2025-01-20,112.0,1708
10789,,Business,350.67,3.6,Germany,2025-10-16,62.0,2628
10790,Hughes Inc,Business,1573.97,3.0,UAE,2026-01-12,428.0,336
10791,Walker LLC,Business,,2.7,FRANCE,2024-06-08,451.0,3481
10792,Cain Inc,Luxury,755.04,2.7,FRANCE,2024-03-01,148.0,3733
10793,Lynch-Clark,Business,714.58,1.5,USA,2026-02-10,433.0,2584
10794,Ayers and Sons,Hostel,,4.6,Australia,2024-02-01,193.0,1427
10795,"Smith, Phillips and Fleming",Boutique,1553.19,2.6,usa,2023-09-05,228.0,3342
10796,"Melendez, Page and Burns",Luxury,1609.79,1.6,UK,2025-06-28,,3095
10797,Mason Inc,Hostel,333.73,1.7,usa,2024-03-28,40.0,1589
10798,Holmes Ltd,Business,443.45,1.5,Australia,2023-04-08,,4546
10799,Bennett-Parker,Luxury,278.93,4.3,USA,2025-10-08,418.0,1760
10800,Elliott Inc,Hostel,613.62,3.2,india,2024-10-01,231.0,2181
10801,Butler-Murphy,Luxury,254.77,1.5,FRANCE,2024-10-22,127.0,1301
10802,Roman Inc,Business,1726.02,3.4,usa,2025-07-22,347.0,4424
10803,"Foster, Mitchell and Phillips",Resort,314.98,3.2,Australia,2024-06-09,101.0,4633
10804,Baker LLC,Boutique,769.89,4.8,india,2024-06-12,250.0,2428
10805,"Washington, Good and Wright",Business,1884.13,2.4,FRANCE,2024-07-20,424.0,4731
10806,"Rodriguez, Glover and Edwards",Business,1473.57,4.3,FRANCE,2025-11-30,20.0,291
10807,"Dunn, Gibson and Watkins",Resort,1281.23,2.2,india,2024-10-30,23.0,4932
10808,Hayes Ltd,Budget,382.99,-1.0,FRANCE,2024-03-21,296.0,2078
10809,Johnson-Dean,Business,1126.73,1.7,FRANCE,2025-09-29,262.0,1049
10810,"Ryan, Williams and Jones",Resort,506.86,4.5,usa,2023-06-24,,1876
10811,Moran-Wong,Luxury,1427.11,1.4,USA,2025-01-07,172.0,4171
10812,Andersen Inc,Resort,1184.18,4.5,usa,2024-03-07,,4499
10813,Gonzalez-Hernandez,Resort,1575.97,3.9,Australia,2024-12-09,118.0,1167
10814,Watson-Salazar,Business,1348.9,3.1,india,2023-07-05,251.0,4667
10815,Collins-Harrington,Hostel,1338.8,4.6,Japan,2025-04-17,241.0,2430
10816,Adams-Smith,Resort,1559.9,2.4,UK,08/06/2022,356.0,1484
10817,Mendoza LLC,Boutique,198.1,1.7,Germany,2025-04-28,469.0,3443
10818,"Boyd, Howard and Ray",Budget,684.07,4.7,UK,2023-03-30,210.0,1688
10819,Harrison LLC,Business,739.86,1.0,Japan,2024-11-04,323.0,2157
10820,,Luxury,1402.46,1.1,France,2024-05-12,226.0,273
10821,Park-Gregory,Boutique,654.03,2.1,india,2023-08-12,158.0,3664
10822,Osborn and Sons,,1336.33,5.0,usa,2026-01-08,473.0,4942
10823,"Lewis, Richards and Martin",BUDGET,932.93,3.2,Germany,2025-11-14,227.0,1870
10824,Collier Ltd,Business,569.81,1.7,USA,2025-02-07,129.0,2524
10825,Jensen Group,Luxury,1044.97,4.3,Australia,2025-02-10,223.0,2359
10826,Lee-Gonzalez,Hostel,400.54,99.0,Australia,2025-04-06,120.0,3176
10827,"Brown, Mcguire and Mcmahon",Hostel,,1.2,USA,2024-07-13,494.0,624
10828,"Lopez, Welch and Koch",Hostel,182.15,2.0,USA,2025-11-28,481.0,1266
10829,"Webb, Hernandez and Bush",Luxury,843.11,2.9,FRANCE,2025-05-13,188.0,1702
10830,Bennett-Hamilton,Boutique,1789.5,2.3,FRANCE,2025-02-10,97.0,3890
10831,"Callahan, Ward and Marshall",Hostel,514.02,4.4,Japan,2023-06-16,56.0,4472
10832,Alexander-Watkins,Luxury,1192.63,1.7,Australia,2024-07-28,,2610
10833,Wong-Williams,Business,1431.85,2.4,usa,2023-03-22,387.0,1878
10834,Williams-Cobb,Luxury,539.39,2.3,UK,2024-10-12,493.0,648
10835,Williams-Dixon,Boutique,1460.72,3.7,Japan,2024-05-15,194.0,2449
10836,,Luxury,380.67,4.1,Germany,2023-09-16,77.0,2970
10837,"Thompson, Faulkner and Austin",BUDGET,1592.81,3.1,Japan,2024-12-14,12.0,344
10838,"Strickland, Robinson and Thomas",Hostel,521.82,4.2,UK,23/06/1976,90.0,2964
10839,Collins and Sons,Luxury,1496.82,4.5,Japan,2024-12-07,91.0,1586
10840,Garcia-Ramsey,Boutique,349.2,2.1,usa,2025-12-14,93.0,4496
10841,Miller Ltd,Resort,1384.85,3.5,France,2024-04-09,318.0,2422
10842,Carroll PLC,Budget,211.97,1.6,UK,30/12/1993,53.0,2885
10843,Moss-Barry,Budget,,4.9,USA,2024-11-04,215.0,1997
10844,"Barajas, Owens and Shaw",Luxury,1755.61,1.4,USA,2023-09-17,127.0,3445
10845,,Hostel,1074.7,1.9,usa,2025-05-09,61.0,743
10846,,Luxury,1978.19,1.5,UK,2025-07-14,263.0,220
10847,Jefferson-Barton,Business,1161.17,1.4,india,2024-04-02,398.0,3437
10848,"Robinson, Sanchez and Martinez",Boutique,1295.03,1.8,india,2025-07-04,34.0,1109
10849,"Scott, Strickland and Willis",Hostel,1994.46,4.7,india,2024-07-31,291.0,3831
10850,Cooper-Vance,Resort,1122.99,4.9,Australia,2026-01-25,259.0,388
10851,"Bullock, Cruz and Roberts",BUDGET,789.7,3.2,UK,2023-09-12,2.0,4706
10852,Smith-Reed,Budget,548.77,3.4,UK,2023-09-27,79.0,2672
10853,,Budget,542.84,1.3,Germany,2023-05-23,144.0,187
10854,Jennings Ltd,Budget,1391.85,,USA,2024-01-10,75.0,1048
10855,"Harris, Brown and Farley",Hostel,427.95,5.0,Germany,2023-03-27,397.0,2161
10856,Chapman LLC,BUDGET,959.38,3.5,Australia,2024-11-21,286.0,258
10857,Warner Ltd,Resort,1055.47,3.4,Australia,2025-09-14,47.0,4293
10858,"Clark, Price and Hernandez",Luxury,586.44,3.4,india,2024-09-02,97.0,3608
10859,"Richmond, Webb and Mckinney",Budget,1095.3,1.7,FRANCE,2024-09-19,440.0,1712
10860,Ortiz and Sons,Hostel,685.24,5.0,india,2023-11-08,389.0,2365
10861,"Flores, Clark and Robbins",Boutique,32.82,3.1,UAE,2025-07-29,,2357
10862,Woodard-Hernandez,Hostel,813.56,4.7,UK,2024-04-10,,1128
10863,Martinez-Jackson,Boutique,1447.04,4.7,UAE,2024-07-09,177.0,3319
10864,Torres-Smith,Resort,678.85,1.5,France,2026-01-06,383.0,1980
10865,Lewis Group,Hostel,1615.49,3.5,Japan,23/06/1981,349.0,2521
10866,Williams Group,Business,1576.93,3.4,Japan,2025-10-07,64.0,3018
10867,Gill-Russell,Business,970.91,4.9,Australia,2024-11-19,111.0,1422
10868,Bailey PLC,Luxury,579.78,2.4,UK,2025-02-10,339.0,4521
10869,Roberts-Thomas,Business,1036.41,3.0,Japan,2024-07-25,213.0,628
10870,Obrien-Wolfe,Budget,1910.94,2.6,india,2025-01-18,363.0,1470
10871,Lawson-Brewer,Resort,1431.93,4.5,usa,2024-05-09,482.0,2378
10872,"Thomas, Jordan and Clark",Boutique,388.67,1.8,india,2024-12-15,492.0,1653
10873,,Resort,308.55,1.5,USA,2025-10-13,283.0,3198
10874,"Hughes, Bailey and Howell",Hostel,1385.93,4.7,UK,2023-09-04,386.0,1629
10875,Becker-Jones,Boutique,1110.98,1.5,FRANCE,2023-04-17,274.0,2313
10876,,Business,1967.62,1.1,Germany,2025-06-04,209.0,2910
10877,Harrison-Tanner,Boutique,1329.05,3.2,Japan,2023-07-03,400.0,4238
10878,"Adams, Hernandez and Garcia",Luxury,974.85,4.0,UAE,2025-09-15,362.0,3569
10879,"Lamb, Miller and Williams",Luxury,,3.2,France,2026-01-29,130.0,2856
10880,"Kelley, Clements and Patel",Boutique,657.8,2.8,USA,2025-04-22,146.0,1279
10881,Tyler-Waters,Hostel,1256.14,4.2,Germany,2023-03-12,171.0,3027
10882,"Thornton, Lewis and Hunter",Hostel,1342.52,4.0,FRANCE,2023-09-30,470.0,2433
10883,"Cowan, Sanford and Graves",Business,1683.73,1.6,UK,2025-12-26,67.0,1464
10884,Wells-Bradley,Business,1471.44,2.2,UAE,26/11/1985,485.0,2381
10885,,Hostel,,4.2,FRANCE,2023-06-20,301.0,4924
10886,Jackson-Barker,Resort,1311.47,3.2,Germany,2025-07-06,106.0,4026
10887,Spencer Group,Hostel,1400.73,3.9,FRANCE,2023-08-01,342.0,3998
10888,Tran-Hughes,Hostel,352.71,4.1,Germany,2024-10-10,34.0,4570
10889,Smith PLC,Resort,1565.62,2.5,usa,2023-07-29,222.0,1136
10890,Mitchell Group,Budget,1998.47,2.4,UAE,2025-12-31,151.0,3124
10891,"Jones, Hayes and Bass",Budget,980.59,3.8,Japan,2025-09-30,345.0,975
10892,Smith Inc,Luxury,960.67,4.6,France,2024-06-06,160.0,4039
10893,Smith PLC,Hostel,286.8,2.5,UAE,2024-09-30,495.0,1562
10894,Christian Ltd,Resort,717.97,4.5,india,2025-05-04,356.0,4769
10895,Martin-Garcia,Boutique,1841.86,4.5,FRANCE,2023-03-06,338.0,2763
10896,Phelps Inc,Business,788.6,3.4,UAE,2023-04-24,482.0,4028
10897,"Griffith, Butler and Curtis",,1995.55,3.4,Japan,2024-12-15,480.0,518
10898,Lee and Sons,Hostel,1860.63,3.0,UK,2023-12-09,480.0,1608
10899,"Smith, Ingram and White",Luxury,908.71,1.1,UAE,2026-02-01,265.0,3491
10900,"Cole, Smith and Wolf",Boutique,1995.72,3.4,usa,2025-05-12,285.0,4173
10901,Ryan PLC,Hostel,1196.19,4.5,Japan,27/08/1993,352.0,1777
10902,Conway-Holloway,luxury,1825.5,,usa,2023-04-10,42.0,546
10903,Garza Inc,Business,1878.39,1.4,UK,2023-10-16,472.0,2687
10904,"Klein, Owens and Coleman",luxury,1695.46,2.8,india,2025-03-08,60.0,1358
10905,Glenn-Oliver,Hostel,1342.4,4.7,india,2024-06-08,5.0,981
10906,"White, Williams and Lee",Resort,,3.7,india,2025-07-28,62.0,4574
10907,Mendoza-Martinez,Luxury,391.6,3.5,France,2024-09-28,367.0,2584
10908,Sawyer-Price,Boutique,,1.8,UK,2026-02-05,117.0,440
10909,Cox-Hamilton,Resort,1381.83,3.1,UK,2026-01-22,418.0,756
10910,Price PLC,,713.42,3.0,UK,2026-02-18,257.0,1891
10911,"Johnson, Vaughn and Bright",Luxury,478.77,2.0,usa,2025-10-12,197.0,3961
10912,"Morgan, Day and Morris",Hostel,1015.27,3.6,usa,2024-11-15,173.0,1274
10913,Benjamin Inc,Luxury,109.12,3.6,UAE,2024-03-13,269.0,1413
10914,Kane Ltd,Boutique,1153.51,1.5,UK,2023-03-29,130.0,3255
10915,Robinson Group,Boutique,367.29,4.5,Germany,2023-03-21,194.0,2551
10916,Willis Inc,Luxury,712.87,2.0,india,2024-07-07,,3520
10917,Marsh and Sons,Luxury,1901.5,2.0,USA,2023-04-22,336.0,640
10918,Smith-Ramirez,Boutique,623.61,1.3,UAE,2023-09-17,297.0,1646
10919,Williams-Vasquez,Boutique,1653.11,4.2,Australia,2025-11-13,395.0,2035
10920,Moore-Chen,Budget,198.84,3.5,Japan,2023-07-25,246.0,3987
10921,Ramirez-Smith,Business,1467.1,3.3,UK,2025-12-05,470.0,4491
10922,Shea PLC,Budget,1854.18,2.2,india,2025-02-10,49.0,1330
10923,Beard Inc,Luxury,1168.37,3.6,india,2023-11-02,209.0,1581
10924,Jackson-Smith,Resort,123.33,4.3,UK,2023-03-28,445.0,3985
10925,"Patterson, Hurst and Murphy",Hostel,,3.8,FRANCE,2023-04-03,,3995
10926,Thompson Ltd,Hostel,1129.56,2.8,Australia,2025-04-02,280.0,4861
10927,Young-Li,Luxury,1832.29,4.8,Germany,2025-05-14,36.0,2254
10928,Thomas LLC,Boutique,1095.8,99.0,France,2025-01-02,59.0,1905
10929,Nielsen-Collins,Business,88.89,4.3,Australia,2025-04-16,37.0,3118
10930,Fox Group,Budget,370.73,3.0,UAE,2025-09-23,425.0,1047
10931,,Business,1835.99,1.8,USA,2023-03-16,391.0,2810
10932,Wilson Group,Budget,721.96,3.7,usa,2025-01-05,362.0,3133
10933,"Ramirez, Stephenson and Daugherty",Business,794.91,1.9,FRANCE,2024-04-04,493.0,788
10934,Jacobs Group,Resort,,2.2,UAE,2023-09-03,194.0,4650
10935,Escobar-Bates,Business,1346.54,4.5,UK,2023-10-22,108.0,2110
10936,"Garcia, Dodson and Rodriguez",Hostel,812.08,2.5,USA,2025-10-09,126.0,1713
10937,Sparks-Miller,Business,1507.66,2.9,FRANCE,2023-06-28,46.0,3054
10938,Williams LLC,Hostel,1326.64,4.9,FRANCE,2025-12-15,477.0,1009
10939,"Johnson, Cooper and Watson",Luxury,681.57,1.2,FRANCE,2026-02-14,240.0,3374
10940,Perez-Key,Luxury,302.97,2.2,Australia,2025-01-20,93.0,4260
10941,"Tran, Wright and Edwards",Boutique,442.33,3.5,india,2025-12-16,375.0,3550
10942,Robinson Ltd,Boutique,775.39,1.7,india,2023-06-15,100.0,1964
10943,"Parrish, Beck and Duffy",Business,942.79,1.5,USA,2025-08-22,260.0,1682
10944,"Parks, Richardson and Cochran",Budget,1873.09,3.0,UK,2025-03-25,483.0,1961
10945,"Perez, Ferrell and Cantu",Budget,,1.3,USA,2024-11-03,300.0,4154
10946,"Kirby, Scott and Wilson",Resort,210.83,1.6,UK,2025-03-11,159.0,1291
10947,"Jones, Flores and Mcdonald",Boutique,1587.08,3.9,india,2025-04-01,56.0,4531
10948,Duncan PLC,Boutique,787.53,3.9,india,2024-11-03,396.0,1410
10949,"Park, Downs and Norton",Boutique,1438.04,4.7,UAE,2024-10-19,188.0,449
10950,Rogers-Avila,Business,1201.8,3.1,France,2024-12-12,339.0,320
10951,"Yates, Wood and Young",Business,1555.04,4.4,Japan,2025-02-09,142.0,477
10952,"Johnson, Parker and Hughes",Business,379.86,3.8,india,2025-04-19,71.0,125
10953,"Phelps, Peterson and Holland",Hostel,1051.47,1.8,USA,2025-11-19,194.0,4373
10954,"Jones, Sanchez and Luna",Resort,230.84,1.5,UAE,2025-12-25,148.0,4614
10955,"Jones, Castro and Bowen",Business,1325.09,1.3,FRANCE,2025-07-23,286.0,3651
10956,Anthony-Kirk,Resort,1707.7,3.5,FRANCE,2025-03-23,339.0,1884
10957,Thompson-Johnson,Resort,1720.26,4.8,india,2024-04-21,379.0,53
10958,Finley-Garza,Resort,37.92,4.2,Australia,2023-03-08,37.0,128
10959,Ruiz-Ferguson,Boutique,1646.89,3.1,Germany,2023-04-20,93.0,1821
10960,Baker Ltd,Resort,312.76,99.0,France,2024-08-26,272.0,2289
10961,Warner-Velazquez,Luxury,1430.06,4.3,France,2025-02-26,377.0,1698
10962,"Blackburn, Chambers and Cohen",Business,626.74,3.7,Australia,2023-10-16,,83
10963,"Trujillo, Martinez and Trujillo",Hostel,106.49,2.9,FRANCE,2024-01-16,353.0,4032
10964,Mcclain Ltd,Resort,1088.49,2.1,UAE,15/04/1971,162.0,2523
10965,"Ward, Tucker and Whitehead",Business,1652.74,1.7,Australia,2024-10-03,296.0,4646
10966,Ortega PLC,Hostel,1176.64,2.9,FRANCE,30/11/1981,141.0,3785
10967,Grant Ltd,Boutique,,4.5,Germany,2024-12-19,479.0,3466
10968,Mullins Group,Luxury,,-1.0,FRANCE,2026-01-16,171.0,2854
10969,"Thompson, Snyder and Clark",Budget,1172.48,1.3,usa,2025-12-22,,2009
10970,Williamson Group,Hostel,500.6,1.9,usa,2023-05-02,181.0,3592
10971,Wilson PLC,Business,967.21,3.4,UAE,2024-10-23,108.0,3496
10972,Smith-Olson,luxury,1039.86,2.2,USA,2024-02-02,180.0,4699
10973,Copeland LLC,Resort,345.12,1.2,usa,2023-11-09,332.0,2630
10974,Barton Ltd,Business,1534.22,2.1,UAE,2024-08-21,274.0,445
10975,Fuentes Ltd,Business,1313.72,3.9,France,2024-03-09,443.0,1255
10976,Rocha Group,Business,118.57,3.7,FRANCE,2023-09-11,416.0,244
10977,"Brown, Buck and Robinson",Resort,994.79,3.8,UAE,2025-07-30,38.0,1719
10978,Key-Ho,Resort,1252.4,3.3,india,2023-08-25,277.0,1583
10979,Hall-Lam,Resort,939.36,4.5,UK,19/08/2015,213.0,1563
10980,Hill Ltd,Business,1215.44,3.8,USA,2023-12-24,293.0,1138
10981,Guerrero LLC,Business,93.89,1.1,india,2023-08-28,143.0,4302
10982,Hill Group,Business,1075.93,2.9,UAE,2025-07-03,299.0,1810
10983,Cordova-Wright,Boutique,1005.57,1.8,india,2023-10-12,229.0,4884
10984,"Townsend, Howell and Hamilton",Luxury,991.52,4.6,France,2026-01-11,183.0,111
10985,"Ellis, Gilbert and Smith",Resort,1251.63,2.3,india,2024-01-23,304.0,1801
10986,Moore-Clark,Luxury,143.16,2.9,usa,03/11/2001,253.0,1234
10987,Black-Kelly,Resort,1526.79,4.1,FRANCE,2024-12-05,176.0,1052
10988,"Wright, Salas and Gallegos",Budget,1280.77,3.3,Australia,2024-12-05,140.0,155
10989,"Smith, Williams and Anderson",Resort,508.75,1.0,UK,2024-09-01,31.0,2826
10990,"Nelson, Clements and Ramirez",Resort,1011.83,3.5,FRANCE,2025-05-25,409.0,3692
10991,Cox-Bennett,Hostel,1978.44,4.8,Japan,2025-09-07,434.0,426
10992,Williams Group,Resort,1209.26,4.7,UAE,2024-01-12,128.0,3181
10993,Adams and Sons,Business,316.07,3.8,india,2023-08-22,322.0,3797
10994,Miller Group,Hostel,380.77,2.2,india,2024-03-18,12.0,1350
10995,Hines and Sons,Luxury,1930.35,2.6,FRANCE,2025-05-13,430.0,4167
10996,Sawyer-Garcia,Luxury,1981.05,4.4,UAE,2024-03-08,192.0,991
10997,Snyder-Ballard,Luxury,1547.28,2.5,UAE,2024-02-26,64.0,1451
10998,Barber-Clements,Luxury,1366.29,4.7,USA,2023-09-26,360.0,2882
10999,Flores Group,Hostel,432.12,2.6,USA,2023-07-21,434.0,2802
11000,Christian-Bennett,Budget,1744.79,4.7,Germany,2025-05-24,496.0,1025
11001,Morris Ltd,Luxury,275.64,3.6,UAE,2025-03-29,132.0,344
11002,,Luxury,1860.3,1.7,india,2024-07-19,50.0,1035
11003,Stevens LLC,luxury,,2.3,FRANCE,2024-10-13,295.0,3043
11004,"Charles, Moran and Williams",Luxury,,3.9,india,2023-03-05,429.0,3885
11005,Smith-Sanchez,Resort,1723.2,2.2,Japan,2025-11-10,264.0,545
11006,"Pierce, Stewart and Bridges",Budget,1685.03,4.7,Germany,2025-06-19,263.0,1316
11007,"Gardner, Lopez and Daniels",Budget,1765.59,3.2,india,2025-07-31,85.0,762
11008,"Rios, Patel and Maddox",Boutique,1520.19,2.1,USA,2024-01-13,,562
11009,"Mata, Rodriguez and Erickson",Boutique,584.47,1.9,USA,2025-10-31,294.0,4213
11010,"Chase, Ward and Hernandez",Business,1796.39,4.8,usa,2025-10-19,251.0,2901
11011,Huang PLC,Business,1432.58,2.1,France,2023-10-08,157.0,3789
11012,Stewart-Reeves,Business,311.21,2.6,usa,2025-12-21,,4828
11013,Hines Ltd,Budget,646.29,99.0,USA,2023-11-04,,530
